id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
113,"@andymanurung","Kalo kita bandingkan dengan kota terbesar ketiga di Indonesia yakni Medan, maka Kota Makassar terlihat mulai mengejar sebagai kota besar Metropolitan. Bonus demografi Medan yg dekat dengan Malaysia dan Singapura sebenarnya bisa memacu pembangunan lebih cepat, tapi beberapa kali Pemimpin disana tersandung kasus korupsi dan banyak sekali pungli membuat Medan sulit melesat. Bukan tidak mungkin Makassar akan mengambil alih gelar kota terbesar ketiga.","UgxVTAno4xoAbltoo9R4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxVTAno4xoAbltoo9R4AaABAg","2024-05-10 01:47:03",1,"Kalo kita bandingkan dengan kota terbesar ketiga di Indonesia yakni Medan, maka Kota Makassar terlihat mulai mengejar sebagai kota besar Metropolitan. Bonus demografi Medan yg dekat dengan Malaysia dan Singapura sebenarnya bisa memacu pembangunan lebih cepat, tapi beberapa kali Pemimpin disana tersandung kasus korupsi dan banyak sekali pungli membuat Medan sulit melesat. Bukan tidak mungkin Makassar akan mengambil alih gelar kota terbesar ketiga.","http://www.youtube.com/@andymanurung",
114,"@celebesewako6816","Wkwkwkwk Mekladeshia ini Belom selevel kota metro tapi masih sekelas kota Kecil/besar tolong bedakan bung 🤣","UgxVTAno4xoAbltoo9R4AaABAg.A3FDPR-tPtIA3sjHZTtj78","@andymanurung",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxVTAno4xoAbltoo9R4AaABAg.A3FDPR-tPtIA3sjHZTtj78","2024-05-25 19:23:57",0,"Wkwkwkwk Mekladeshia ini Belom selevel kota metro tapi masih sekelas kota Kecil/besar tolong bedakan bung 🤣","http://www.youtube.com/@celebesewako6816",
115,"@jiantoanto2053","Kenapa tower lum jadi min ??","UgwTGsNegLcfbK2ZkD14AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwTGsNegLcfbK2ZkD14AaABAg","2024-05-09 23:47:28",0,"Kenapa tower lum jadi min ??","http://www.youtube.com/@jiantoanto2053",
116,"@user-sm4cv2gv9v","Terlihat sngat indah smg lebih baik lagi. Ingat uang negara jgn di korupsi untuk pembangunan negara.","UgwIcVUSfiMj5I9L8ZB4AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwIcVUSfiMj5I9L8ZB4AaABAg","2024-05-09 21:59:23",0,"Terlihat sngat indah smg lebih baik lagi. Ingat uang negara jgn di korupsi untuk pembangunan negara.","http://www.youtube.com/@user-sm4cv2gv9v",
117,"@hanifferiirawan3895","Ada apa dengan makasar kok banyak sekali pembangunan dan kemajuan apa pemimpinnya sangat bagus aku sampek kaget dengernya dan ikut bahagia bahwa makasar maju begini. Apa makasar daerah otonomi khusus?","UgxJ3W5N3-MeH7nYzhR4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxJ3W5N3-MeH7nYzhR4AaABAg","2024-05-09 13:22:45",0,"Ada apa dengan makasar kok banyak sekali pembangunan dan kemajuan apa pemimpinnya sangat bagus aku sampek kaget dengernya dan ikut bahagia bahwa makasar maju begini. Apa makasar daerah otonomi khusus?","http://www.youtube.com/@hanifferiirawan3895",
118,"@kreator357","lanjutkan reklamasi, saya orang sulawesi, menganggap orang yang menolak hal ini hanya oknom primitif yang menolak berkembang menjadi modern","UgzX-PxPu57bbQSgOj14AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzX-PxPu57bbQSgOj14AaABAg","2024-05-09 07:41:44",0,"lanjutkan reklamasi, saya orang sulawesi, menganggap orang yang menolak hal ini hanya oknom primitif yang menolak berkembang menjadi modern","http://www.youtube.com/@kreator357",
119,"@k_emperor_yt","Lebih bagus pik2","UgwrXFsw2BdDS7d81ch4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwrXFsw2BdDS7d81ch4AaABAg","2024-05-09 07:38:16",0,"Lebih bagus pik2","http://www.youtube.com/@k_emperor_yt",
120,"@kreator357","reklamasi gabungkan kalimantan dan sulawesi untuk menciptakan pradapan bumi baru","UgydUvFoxpPyVxxuJQJ4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgydUvFoxpPyVxxuJQJ4AaABAg","2024-05-09 07:37:01",0,"reklamasi gabungkan kalimantan dan sulawesi untuk menciptakan pradapan bumi baru","http://www.youtube.com/@kreator357",
121,"@user-hj6jy6gq8n","Disana dibangun monumen CPI (Central Point of Indonesia)","UgzBJnkhYKeEaqX_9DZ4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzBJnkhYKeEaqX_9DZ4AaABAg","2024-05-09 06:47:54",0,"Disana dibangun monumen CPI (Central Point of Indonesia)","http://www.youtube.com/@user-hj6jy6gq8n",
122,"@user-vf9pu3rd6i","Giant Sea Wall Reklamasi Jakarta harus batal di tangan Pak Anies Andai Reklamasi Jakarta di bangun Mesjid terlebih dahulu mungkin Kaum 212 Gak bakal ribut","Ugy9_sZbTS0XSkRlIZp4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugy9_sZbTS0XSkRlIZp4AaABAg","2024-05-09 01:31:25",0,"Giant Sea Wall Reklamasi Jakarta harus batal di tangan Pak Anies Andai Reklamasi Jakarta di bangun Mesjid terlebih dahulu mungkin Kaum 212 Gak bakal ribut","http://www.youtube.com/@user-vf9pu3rd6i",
123,"@danielwijaya9253","Indonesia maju adalah orientasi future, bukan kumuh2 dipiara","UgxKHqHg_-Ho65gXRZt4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxKHqHg_-Ho65gXRZt4AaABAg","2024-05-09 01:22:01",0,"Indonesia maju adalah orientasi future, bukan kumuh2 dipiara","http://www.youtube.com/@danielwijaya9253",
124,"@user-qq3op4zk2k","Keindahan pantai losari hilang krna pembagunan reklamasi ini","UgxMlVgBqb7kTLpUd7p4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxMlVgBqb7kTLpUd7p4AaABAg","2024-05-09 01:08:43",0,"Keindahan pantai losari hilang krna pembagunan reklamasi ini","http://www.youtube.com/@user-qq3op4zk2k",
125,"@imam.subadi2126","Ini baru betul - betul pemerintahan Jokowi 99, 9% berhasil merata seluruh Indonesia , seharusnya pak Jokowi di kasih penghargaan selama kita punya Presiden tebaik selama Presiden sejak kemerdeka\'an hidup Pak presiden Jokowi wassalam","UgwCnqlzQ9zGOJ8Pg3l4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwCnqlzQ9zGOJ8Pg3l4AaABAg","2024-05-08 23:00:30",0,"Ini baru betul - betul pemerintahan Jokowi 99, 9% berhasil merata seluruh Indonesia , seharusnya pak Jokowi di kasih penghargaan selama kita punya Presiden tebaik selama Presiden sejak kemerdeka\'an hidup Pak presiden Jokowi wassalam","http://www.youtube.com/@imam.subadi2126",
126,"@masjudijamil1409","Wow, superb👍","Ugz0GPz3zhI8PRGEu_h4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0GPz3zhI8PRGEu_h4AaABAg","2024-05-08 22:47:11",0,"Wow, superb👍","http://www.youtube.com/@masjudijamil1409",
127,"@AndreasDewatmoko1","Semoga pelajarnya sudah tidak hobby tawuran lagi","UgwgbHEuyb-ZB0NZt1t4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwgbHEuyb-ZB0NZt1t4AaABAg","2024-05-08 22:13:06",0,"Semoga pelajarnya sudah tidak hobby tawuran lagi","http://www.youtube.com/@AndreasDewatmoko1",
128,"@celebesewako6816","Ni channel memang sangat berlebihan sekali seperti menderita penyakit fobia overproud, panatik gilaaa🤣🤣🤣","Ugx34WKoZYVZNVxnS1d4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx34WKoZYVZNVxnS1d4AaABAg","2024-05-08 21:16:48",12,"Ni channel memang sangat berlebihan sekali seperti menderita penyakit fobia overproud, panatik gilaaa🤣🤣🤣","http://www.youtube.com/@celebesewako6816",
129,"@Medanhoras657","Apaan si lu,, elu kayaknya benci dan gk suka ya sama kota makassar..??.. Kota elu bagus gak? Ada gk proyek sperti CPi..? Sy liat komentarmu selalu gk suka dgn kemajuan kota makassar.. Mending elu urus saja kotamu jgn jadi sampah disini","Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QFRz70udH","@celebesewako6816",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QFRz70udH","2024-05-14 08:36:31",0,"Apaan si lu,, elu kayaknya benci dan gk suka ya sama kota makassar..??.. Kota elu bagus gak? Ada gk proyek sperti CPi..? Sy liat komentarmu selalu gk suka dgn kemajuan kota makassar.. Mending elu urus saja kotamu jgn jadi sampah disini","http://www.youtube.com/@Medanhoras657",
130,"@celebesewako6816","@@Medanhoras657 mekasar loh taik kucing gak level primitif,,,","Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QLt2nIN7Z","@celebesewako6816",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QLt2nIN7Z","2024-05-14 09:32:47",0,"@@Medanhoras657 mekasar loh taik kucing gak level primitif,,,","http://www.youtube.com/@celebesewako6816",
131,"@celebesewako6816","@@Medanhoras657 iya biar mekasar ewakontol loh itu jadi kota bikini buttom bawah laut hidup di 2 alam sekaligus..","Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QOzbIBJ3J","@celebesewako6816",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QOzbIBJ3J","2024-05-14 09:59:53",0,"@@Medanhoras657 iya biar mekasar ewakontol loh itu jadi kota bikini buttom bawah laut hidup di 2 alam sekaligus..","http://www.youtube.com/@celebesewako6816",
132,"@celebesewako6816","@@Medanhoras657 iya biar mekasar ewakontol loh itu ada di tengah laut menjadi bikini buttom hidup di 2 alam sekaligus","Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QP8KMb1a8","@celebesewako6816",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QP8KMb1a8","2024-05-14 10:01:13",0,"@@Medanhoras657 iya biar mekasar ewakontol loh itu ada di tengah laut menjadi bikini buttom hidup di 2 alam sekaligus","http://www.youtube.com/@celebesewako6816",
133,"@celebesewako6816","@@Medanhoras657 biar mekasar ewakontol loh itu ada di tengah laut menjadi bikini buttom hidup di 2 alam sekaligus","Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QPAgbxnUB","@celebesewako6816",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx34WKoZYVZNVxnS1d4AaABAg.A3C9gAoTGBTA3QPAgbxnUB","2024-05-14 10:01:32",0,"@@Medanhoras657 biar mekasar ewakontol loh itu ada di tengah laut menjadi bikini buttom hidup di 2 alam sekaligus","http://www.youtube.com/@celebesewako6816",
134,"@musakirtanete6020","😢😢😢😢😢 mntab skali video nya","Ugz01qGP5E6bdwSfUAB4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz01qGP5E6bdwSfUAB4AaABAg","2024-05-08 19:43:37",0,"😢😢😢😢😢 mntab skali video nya","http://www.youtube.com/@musakirtanete6020",
135,"@SeanBagaskara01","Semoga Makassar makin maju","UgyaVxfddlk_pIJH3PF4AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyaVxfddlk_pIJH3PF4AaABAg","2024-05-08 10:59:54",2,"Semoga Makassar makin maju","http://www.youtube.com/@SeanBagaskara01",
136,"@AFA99CHANNEL","Aamiin 🙏","UgyaVxfddlk_pIJH3PF4AaABAg.A3B34xICw5JA3B3uXwk7Ru","@SeanBagaskara01",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyaVxfddlk_pIJH3PF4AaABAg.A3B34xICw5JA3B3uXwk7Ru","2024-05-08 11:07:05",0,"Aamiin 🙏","http://www.youtube.com/@AFA99CHANNEL",
137,"@Medanhoras657","Aaminn...🤲","UgyaVxfddlk_pIJH3PF4AaABAg.A3B34xICw5JA3QFUcMa9sC","@SeanBagaskara01",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyaVxfddlk_pIJH3PF4AaABAg.A3B34xICw5JA3QFUcMa9sC","2024-05-14 08:36:52",0,"Aaminn...🤲","http://www.youtube.com/@Medanhoras657",
138,"@delvianora1874","Attand follow","UgwlB4YN3rsvBBVvnUV4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwlB4YN3rsvBBVvnUV4AaABAg","2024-05-08 10:43:16",0,"Attand follow","http://www.youtube.com/@delvianora1874",
139,"@mfarhan1395","Twin tower lanjut? Bukannya Twin tower dicancel?","UgwYjqPx601bw1ggR7J4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwYjqPx601bw1ggR7J4AaABAg","2024-05-08 09:45:02",1,"Twin tower lanjut? Bukannya Twin tower dicancel?","http://www.youtube.com/@mfarhan1395",
140,"@celebesewako6816","Gak cocok.. rumah sarang burung walet nanti nya bakal dibangun di reklamasi cpi","UgwYjqPx601bw1ggR7J4AaABAg.A3AvWdClFWUA3CASh1A2Mz","@mfarhan1395",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwYjqPx601bw1ggR7J4AaABAg.A3AvWdClFWUA3CASh1A2Mz","2024-05-08 21:23:33",0,"Gak cocok.. rumah sarang burung walet nanti nya bakal dibangun di reklamasi cpi","http://www.youtube.com/@celebesewako6816",
141,"@achmadnasrudin4009","bedalah jakarta dan makassar kalu di upgrade ada kemungkinan bagus","UgzpyP5dYE3ADZI4XUN4AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzpyP5dYE3ADZI4XUN4AaABAg","2024-05-08 09:12:34",0,"bedalah jakarta dan makassar kalu di upgrade ada kemungkinan bagus","http://www.youtube.com/@achmadnasrudin4009",
142,"@achakamonji5889","Indonesia makin hancur Krn penjajahan asing dan Aseng","UgyihbCEzmI4MEcOQwt4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyihbCEzmI4MEcOQwt4AaABAg","2024-05-08 09:05:08",0,"Indonesia makin hancur Krn penjajahan asing dan Aseng","http://www.youtube.com/@achakamonji5889",
143,"@user-go9wk6pq1m","Mantap,, reklamasi malah menghambat abrasi,, soalnya ditangkis Ama Tanak urukan, dan tidak memakan tanah multi fungsi","Ugz0lomRlruakIklmd14AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0lomRlruakIklmd14AaABAg","2024-05-08 08:34:54",7,"Mantap,, reklamasi malah menghambat abrasi,, soalnya ditangkis Ama Tanak urukan, dan tidak memakan tanah multi fungsi","http://www.youtube.com/@user-go9wk6pq1m",
144,"@azrielmuhammad1134","Betul👍","Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3B126qZy5y","@user-go9wk6pq1m",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3B126qZy5y","2024-05-08 10:42:02",0,"Betul👍","http://www.youtube.com/@azrielmuhammad1134",
145,"@celebesewako6816","Benar maka nya dilarang membuat beton² di pulau reklamasi buatan manusia yg tidak natural krn itu hanya pasir yg mudah anjlok kpn saja juga bakal mudah tenggelam dengan sendiri nya.. jadi fungsi reklamasi dibuat untuk rth taman² hijau berupa pepohonan yg berfungsi mencegah air rob naik dan menghisap air","Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3DtKsNSGzL","@user-go9wk6pq1m",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3DtKsNSGzL","2024-05-09 13:23:41",0,"Benar maka nya dilarang membuat beton² di pulau reklamasi buatan manusia yg tidak natural krn itu hanya pasir yg mudah anjlok kpn saja juga bakal mudah tenggelam dengan sendiri nya.. jadi fungsi reklamasi dibuat untuk rth taman² hijau berupa pepohonan yg berfungsi mencegah air rob naik dan menghisap air","http://www.youtube.com/@celebesewako6816",
146,"@azrielmuhammad1134","@@celebesewako6816 lu gk prnah liat dubai ya..?😂","Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3EU4rLMkX5","@user-go9wk6pq1m",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3EU4rLMkX5","2024-05-09 18:53:33",0,"@@celebesewako6816 lu gk prnah liat dubai ya..?😂","http://www.youtube.com/@azrielmuhammad1134",
147,"@celebesewako6816","@@azrielmuhammad1134 jangan samain dgn dubai iklim nya saja beda dengan Indonesia, minim bencana tsunami rob yg berkaitan dgn air secara negara lbh maju dan canggih dibanding kita, Indonesia negara bencana laut tsunami, rob, abrasi, dan gunung berapi","Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3EXSFuDeIN","@user-go9wk6pq1m",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3EXSFuDeIN","2024-05-09 19:22:57",0,"@@azrielmuhammad1134 jangan samain dgn dubai iklim nya saja beda dengan Indonesia, minim bencana tsunami rob yg berkaitan dgn air secara negara lbh maju dan canggih dibanding kita, Indonesia negara bencana laut tsunami, rob, abrasi, dan gunung berapi","http://www.youtube.com/@celebesewako6816",
148,"@celebesewako6816","@@azrielmuhammad1134 berhubung cpi reklamasi sdh ada perda bahwa hanya diperuntukkan utk rth Ruang Tata Hijau saja sebagai tanggul agar menjaga ekosistem alam","Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3EXqepWSYF","@user-go9wk6pq1m",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0lomRlruakIklmd14AaABAg.A3AnUxql4hmA3EXqepWSYF","2024-05-09 19:26:25",0,"@@azrielmuhammad1134 berhubung cpi reklamasi sdh ada perda bahwa hanya diperuntukkan utk rth Ruang Tata Hijau saja sebagai tanggul agar menjaga ekosistem alam","http://www.youtube.com/@celebesewako6816",
155,"@kmfkandangmbaonfighter2010","Senang lihatya Makasar makin keren,,salam dari TUBAN JATIM 🙏🙏","Ugw8BQSy0O_syq_uDdl4AaABAg","",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw8BQSy0O_syq_uDdl4AaABAg","2024-05-08 07:22:11",7,"Senang lihatya Makasar makin keren,,salam dari TUBAN JATIM 🙏🙏","http://www.youtube.com/@kmfkandangmbaonfighter2010",
156,"@AFA99CHANNEL","Salam kenal balik","Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3AheDaSakd","@kmfkandangmbaonfighter2010",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3AheDaSakd","2024-05-08 07:43:53",0,"Salam kenal balik","http://www.youtube.com/@AFA99CHANNEL",
157,"@kmfkandangmbaonfighter2010","👍👍🙏","Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3AnPwNq_h2","@kmfkandangmbaonfighter2010",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3AnPwNq_h2","2024-05-08 08:34:13",0,"👍👍🙏","http://www.youtube.com/@kmfkandangmbaonfighter2010",
158,"@azrielmuhammad1134","Sama2👍","Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3B14g1hAuZ","@kmfkandangmbaonfighter2010",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3B14g1hAuZ","2024-05-08 10:42:23",0,"Sama2👍","http://www.youtube.com/@azrielmuhammad1134",
159,"@celebesewako6816","Mekasar masih sangat kotor dan kumuh ada data nya,, cuma nomor 7..10 20 di indonesia.. jumlah penduduk sedikit dan tidak punya infrastruktur memadai masih sekelas menado jayapura Balikpapan saat ini","Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3CAcTepl4A","@kmfkandangmbaonfighter2010",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3CAcTepl4A","2024-05-08 21:25:01",0,"Mekasar masih sangat kotor dan kumuh ada data nya,, cuma nomor 7..10 20 di indonesia.. jumlah penduduk sedikit dan tidak punya infrastruktur memadai masih sekelas menado jayapura Balikpapan saat ini","http://www.youtube.com/@celebesewako6816",
160,"@kmfkandangmbaonfighter2010","@@celebesewako6816 ya semoga aj seiring bejlanya waktu Bisa LBH baik lagi dari sekarang...klu di sini kbnyakn manusianya heee...","Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3Ca5U9i-y1","@kmfkandangmbaonfighter2010",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw8BQSy0O_syq_uDdl4AaABAg.A3AfAI8r6hWA3Ca5U9i-y1","2024-05-09 01:16:19",0,"@@celebesewako6816 ya semoga aj seiring bejlanya waktu Bisa LBH baik lagi dari sekarang...klu di sini kbnyakn manusianya heee...","http://www.youtube.com/@kmfkandangmbaonfighter2010",
161,"@DidiSuhendi-sx5qu","Di JkT banyak orang PINTAR tapi enggak NGERTI .","UgzefPcfftnU9zs0RNB4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzefPcfftnU9zs0RNB4AaABAg","2024-05-08 06:13:23",0,"Di JkT banyak orang PINTAR tapi enggak NGERTI .","http://www.youtube.com/@DidiSuhendi-sx5qu",
162,"@ezraannur5922","Saya baru semingu ke makasar dari bogor..warganyah sangat ramah2","Ugx6Ne8DnimKpHBVFE94AaABAg","",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx6Ne8DnimKpHBVFE94AaABAg","2024-05-08 05:44:23",17,"Saya baru semingu ke makasar dari bogor..warganyah sangat ramah2","http://www.youtube.com/@ezraannur5922",
163,"@azrielmuhammad1134","Alhamdulillah.. 👏👏","Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3B1AMYIzX8","@ezraannur5922",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3B1AMYIzX8","2024-05-08 10:43:10",0,"Alhamdulillah.. 👏👏","http://www.youtube.com/@azrielmuhammad1134",
164,"@azrielmuhammad1134","Jalan2 ke CPI kak... apalagi klw sore sunsetnya keren👍","Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3B1GI7Pzyx","@ezraannur5922",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3B1GI7Pzyx","2024-05-08 10:43:59",0,"Jalan2 ke CPI kak... apalagi klw sore sunsetnya keren👍","http://www.youtube.com/@azrielmuhammad1134",
165,"@ezraannur5922","@@azrielmuhammad1134 blm tau saya daerh sini kak..baru semingu","Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3BwBsZnWM8","@ezraannur5922",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3BwBsZnWM8","2024-05-08 19:10:11",0,"@@azrielmuhammad1134 blm tau saya daerh sini kak..baru semingu","http://www.youtube.com/@ezraannur5922",
166,"@celebesewako6816","​@@ezraannur5922tetap waspada aja bro pemuda-pemuda mekasar masih suka main busur panah sembarangan sudah banyak korban jiwa","Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3CAtgFO3yj","@ezraannur5922",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3CAtgFO3yj","2024-05-08 21:27:22",0,"​@@ezraannur5922tetap waspada aja bro pemuda-pemuda mekasar masih suka main busur panah sembarangan sudah banyak korban jiwa","http://www.youtube.com/@celebesewako6816",
167,"@ezraannur5922","@@celebesewako6816 waduh baru tau saya...ngeri juga bang","Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3CJ06sHxu1","@ezraannur5922",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx6Ne8DnimKpHBVFE94AaABAg.A3AUyzGGrrhA3CJ06sHxu1","2024-05-08 22:38:18",0,"@@celebesewako6816 waduh baru tau saya...ngeri juga bang","http://www.youtube.com/@ezraannur5922",
168,"@heriheri830","Susah byk pikiran nya pendek harus nya malu dgn Sulawesi ada reklamasi yg bagus karna masarakat nya mendukung ada pembangunan kalau DKI byk yg protes nya coba liat skrg DKI air Uda tinggi maka nya ada reklamasi itu buat memperluas daratan supaya air jgn sampai meluap ke pemungkinan","UgxvR05H0NwRJ1AZ_vt4AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxvR05H0NwRJ1AZ_vt4AaABAg","2024-05-08 04:07:22",0,"Susah byk pikiran nya pendek harus nya malu dgn Sulawesi ada reklamasi yg bagus karna masarakat nya mendukung ada pembangunan kalau DKI byk yg protes nya coba liat skrg DKI air Uda tinggi maka nya ada reklamasi itu buat memperluas daratan supaya air jgn sampai meluap ke pemungkinan","http://www.youtube.com/@heriheri830",
169,"@heriheri830","Coba dulu jakarta seperti reklamasi Sulawesi berhasil tapi susa kalau byk pro kontra nya sampai mn pun juga da akan maju kalau byk yg protes nya","UgyoZpfPCR1DwI7LaLx4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyoZpfPCR1DwI7LaLx4AaABAg","2024-05-08 04:00:30",0,"Coba dulu jakarta seperti reklamasi Sulawesi berhasil tapi susa kalau byk pro kontra nya sampai mn pun juga da akan maju kalau byk yg protes nya","http://www.youtube.com/@heriheri830",
170,"@Daneperli","Kota Makassar yes 14:35","Ugw3tTNa8NhO5FhPpLt4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw3tTNa8NhO5FhPpLt4AaABAg","2024-05-08 02:52:16",0,"Kota Makassar yes 14:35","http://www.youtube.com/@Daneperli",
171,"@VinoFabregas-py5yq1bs3i","Kalo semua jembatan modelnya lurus di Indonesia... gak ada kapal² yang lalu lalang di Sungai seperti di luar negeri... karena terhalang jembatan...","Ugzg8uOMO7U5KLUBpFt4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugzg8uOMO7U5KLUBpFt4AaABAg","2024-05-08 02:18:36",0,"Kalo semua jembatan modelnya lurus di Indonesia... gak ada kapal² yang lalu lalang di Sungai seperti di luar negeri... karena terhalang jembatan...","http://www.youtube.com/@VinoFabregas-py5yq1bs3i",
