id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
252,"@celebesewako6816","@@Medanhoras657 sundala ko.. syahrul yasin lumpur lapindo trjerat kasus korupsi kasus² nya sangat menjijikan sekali kyk bekicot.... Mekasar Bangladesh nya Indonesia timur nomor 7 10 20 rawan tsunami,, tiap tahun nya kena banjir rob... lama² kan mekasar bisa tenggelam.. itu sebabnya dibuat cpi sebagai sebagai bantalan jaga² kalo pasang surut tiba² naik menghantam pesisir","UgyZHzmWgKuOhPT_tWR4AaABAg.A36YHWdyT0cA3NtSeWLOP_","@celebesewako6816",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyZHzmWgKuOhPT_tWR4AaABAg.A36YHWdyT0cA3NtSeWLOP_","2024-05-13 10:37:09",0,"@@Medanhoras657 sundala ko.. syahrul yasin lumpur lapindo trjerat kasus korupsi kasus² nya sangat menjijikan sekali kyk bekicot.... Mekasar Bangladesh nya Indonesia timur nomor 7 10 20 rawan tsunami,, tiap tahun nya kena banjir rob... lama² kan mekasar bisa tenggelam.. itu sebabnya dibuat cpi sebagai sebagai bantalan jaga² kalo pasang surut tiba² naik menghantam pesisir","http://www.youtube.com/@celebesewako6816",
253,"@MuhammadRifai-zd4ww","Orang paling iri dengan kemajuan Makassar, karena medan makin rertinggal cuman unggul di kuantias masyarakatnya","UgyZHzmWgKuOhPT_tWR4AaABAg.A36YHWdyT0cA3SWTx5rijv","@celebesewako6816",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyZHzmWgKuOhPT_tWR4AaABAg.A36YHWdyT0cA3SWTx5rijv","2024-05-15 05:43:49",0,"Orang paling iri dengan kemajuan Makassar, karena medan makin rertinggal cuman unggul di kuantias masyarakatnya","http://www.youtube.com/@MuhammadRifai-zd4ww",
254,"@Medanhoras657","@@celebesewako6816 kau Ini slrtinya SDM nya rendah kek orang prindapan yg ada di medan kaum bangladesh,,","UgyZHzmWgKuOhPT_tWR4AaABAg.A36YHWdyT0cA3dry0_ozd8","@celebesewako6816",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyZHzmWgKuOhPT_tWR4AaABAg.A36YHWdyT0cA3dry0_ozd8","2024-05-20 00:51:11",0,"@@celebesewako6816 kau Ini slrtinya SDM nya rendah kek orang prindapan yg ada di medan kaum bangladesh,,","http://www.youtube.com/@Medanhoras657",
255,"@HARTONORUDIEY","Bengkulu hadir","UgxmoN2Q-cUicvb1V0J4AaABAg","",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxmoN2Q-cUicvb1V0J4AaABAg","2024-05-06 13:17:48",0,"Bengkulu hadir","http://www.youtube.com/@HARTONORUDIEY",
256,"@nurchannel6153","Mudah""an btul twin tower akn segera di bngun di cpi","UgxXF1dJp1VM_XQKp654AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxXF1dJp1VM_XQKp654AaABAg","2024-05-06 09:16:56",0,"Mudah""an btul twin tower akn segera di bngun di cpi","http://www.youtube.com/@nurchannel6153",
257,"@meonkmeonk","Kita ga tau jg tekniknya apa sehingga semulus itu proyeknya😅","UgzODqSLYeh9VwUscpZ4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzODqSLYeh9VwUscpZ4AaABAg","2024-05-06 07:41:45",0,"Kita ga tau jg tekniknya apa sehingga semulus itu proyeknya😅","http://www.youtube.com/@meonkmeonk",
258,"@wiwan232","Makasar keren ,salam dari kediri jatim","UgyToy1atpHnP5bWTe54AaABAg","",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyToy1atpHnP5bWTe54AaABAg","2024-05-06 07:08:16",0,"Makasar keren ,salam dari kediri jatim","http://www.youtube.com/@wiwan232",
259,"@ljchanel6765","Makasar akan jadi kota yg maju..","Ugzorl7LsItrDvReD314AaABAg","",8,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugzorl7LsItrDvReD314AaABAg","2024-05-06 07:03:40",0,"Makasar akan jadi kota yg maju..","http://www.youtube.com/@ljchanel6765",
260,"@setyomahendro4155","Wah, nge vlog nya pulang kampung nih, daeng abdul fatah arifin","UgzTwuzlRnpy0_HW3gd4AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzTwuzlRnpy0_HW3gd4AaABAg","2024-05-06 06:06:34",2,"Wah, nge vlog nya pulang kampung nih, daeng abdul fatah arifin","http://www.youtube.com/@setyomahendro4155",
261,"@AFA99CHANNEL","🙏","UgzTwuzlRnpy0_HW3gd4AaABAg.A35Nvl8WynaA35OVoqldGT","@setyomahendro4155",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzTwuzlRnpy0_HW3gd4AaABAg.A35Nvl8WynaA35OVoqldGT","2024-05-06 06:11:38",0,"🙏","http://www.youtube.com/@AFA99CHANNEL",
262,"@azrielmuhammad1134","​@@AFA99CHANNEL orang sulsel ya daeng..?","UgzTwuzlRnpy0_HW3gd4AaABAg.A35Nvl8WynaA38UohyXMSM","@setyomahendro4155",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzTwuzlRnpy0_HW3gd4AaABAg.A35Nvl8WynaA38UohyXMSM","2024-05-07 11:04:30",0,"​@@AFA99CHANNEL orang sulsel ya daeng..?","http://www.youtube.com/@azrielmuhammad1134",
263,"@mbahmv3113","Update jis lagi bang","Ugx7urdpb6MEkwDv1O54AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx7urdpb6MEkwDv1O54AaABAg","2024-05-06 05:49:31",2,"Update jis lagi bang","http://www.youtube.com/@mbahmv3113",
264,"@AFA99CHANNEL","Otw","Ugx7urdpb6MEkwDv1O54AaABAg.A35LyqKlzw1A35OWkUwC9J","@mbahmv3113",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx7urdpb6MEkwDv1O54AaABAg.A35LyqKlzw1A35OWkUwC9J","2024-05-06 06:11:45",0,"Otw","http://www.youtube.com/@AFA99CHANNEL",
265,"@mbahmv3113","@@AFA99CHANNEL 👍","Ugx7urdpb6MEkwDv1O54AaABAg.A35LyqKlzw1A35PGA-AdLK","@mbahmv3113",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx7urdpb6MEkwDv1O54AaABAg.A35LyqKlzw1A35PGA-AdLK","2024-05-06 06:18:14",0,"@@AFA99CHANNEL 👍","http://www.youtube.com/@mbahmv3113",
266,"@yosep567","Wawwww ... Makasar mantappp👍👍👍","UgwQ14RXfpOZaERvzO94AaABAg","",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwQ14RXfpOZaERvzO94AaABAg","2024-05-06 05:46:50",0,"Wawwww ... Makasar mantappp👍👍👍","http://www.youtube.com/@yosep567",
267,"@binangara2363","Itu karena tidak ada kebencian, fanatisme, sentimen SARA yg dikedepankan, Fokus dengan kemajuan bersama.. jadi bahan perenungan bagi kaum yg merasa paling suci di semesta ini","Ugx9Bo6vt6MTjsG4_Y14AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx9Bo6vt6MTjsG4_Y14AaABAg","2024-05-06 05:42:18",0,"Itu karena tidak ada kebencian, fanatisme, sentimen SARA yg dikedepankan, Fokus dengan kemajuan bersama.. jadi bahan perenungan bagi kaum yg merasa paling suci di semesta ini","http://www.youtube.com/@binangara2363",
268,"@yossydhimasirawan587","selama ga dikorupsi indonesia bangun apapun bisa","Ugwkv-8bF0NOf8wylB94AaABAg","",7,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugwkv-8bF0NOf8wylB94AaABAg","2024-05-06 05:31:08",1,"selama ga dikorupsi indonesia bangun apapun bisa","http://www.youtube.com/@yossydhimasirawan587",
269,"@sautpasaribu5530","Beeeetul dan betullll saudara saudari...❤❤ yuor comment.","Ugwkv-8bF0NOf8wylB94AaABAg.A35JsD9UeAuA3A5xkH6RU6","@yossydhimasirawan587",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugwkv-8bF0NOf8wylB94AaABAg.A35JsD9UeAuA3A5xkH6RU6","2024-05-08 02:05:45",0,"Beeeetul dan betullll saudara saudari...❤❤ yuor comment.","http://www.youtube.com/@sautpasaribu5530",
270,"@AnnisaAlmahyra-jo1eo","Begitu dong.jgn fokusnya kejakarta terus.","UgzNpZhI9BeNdY7-GUZ4AaABAg","",3,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzNpZhI9BeNdY7-GUZ4AaABAg","2024-05-06 04:25:43",0,"Begitu dong.jgn fokusnya kejakarta terus.","http://www.youtube.com/@AnnisaAlmahyra-jo1eo",
271,"@MuhammadSaid-mp7pc","Makassar itu pas di titik pusat indonesia makanya dibikin reklamasi bentuk garuda gitu katanya dan ada bangunan buat persinggahan istana presiden di situ","UgzS9RD4rFJevRU0IK54AaABAg","",4,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzS9RD4rFJevRU0IK54AaABAg","2024-05-06 04:07:39",0,"Makassar itu pas di titik pusat indonesia makanya dibikin reklamasi bentuk garuda gitu katanya dan ada bangunan buat persinggahan istana presiden di situ","http://www.youtube.com/@MuhammadSaid-mp7pc",
272,"@MuhammadSaid-mp7pc","Reklamasi jaman beliau juga","UgxDjn11PvXFyWvw_mN4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxDjn11PvXFyWvw_mN4AaABAg","2024-05-06 04:04:01",0,"Reklamasi jaman beliau juga","http://www.youtube.com/@MuhammadSaid-mp7pc",
273,"@MuhammadSaid-mp7pc","Bener sayang Twin Towernya terhenti padahal idenya Prof bagus menyatukan gedung pemerintahan yg ada di SulSel khususnya, sekalian di Komersialkan dan digadang gadang gedung tertinggi di makassar bahkan indonesia bagian timur khususnya ,mudah mudahan ada yg lanjutin....","UgxkXYsrD11jmjc14bx4AaABAg","",9,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxkXYsrD11jmjc14bx4AaABAg","2024-05-06 04:03:06",0,"Bener sayang Twin Towernya terhenti padahal idenya Prof bagus menyatukan gedung pemerintahan yg ada di SulSel khususnya, sekalian di Komersialkan dan digadang gadang gedung tertinggi di makassar bahkan indonesia bagian timur khususnya ,mudah mudahan ada yg lanjutin....","http://www.youtube.com/@MuhammadSaid-mp7pc",
274,"@darwisemi2128","Indonesia kini semakin maju..saya berharap di setiap propinsi harus dibangun seperti ini..","Ugyq6SXXUG2lQqznxGh4AaABAg","",24,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugyq6SXXUG2lQqznxGh4AaABAg","2024-05-06 03:56:47",0,"Indonesia kini semakin maju..saya berharap di setiap propinsi harus dibangun seperti ini..","http://www.youtube.com/@darwisemi2128",
275,"@vinoolanna3893","Kata anis .. reklamasi itu tidak berguna dan merugikan masyarakat sekitar...🗿","UgzWXqjEvf9leq20F6l4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzWXqjEvf9leq20F6l4AaABAg","2024-05-06 03:42:05",0,"Kata anis .. reklamasi itu tidak berguna dan merugikan masyarakat sekitar...🗿","http://www.youtube.com/@vinoolanna3893",
276,"@Jojon-hy6bh","Soalnya gayanya mirip Peresiden Tercinta kita Pak Jokowi ngebangun dan di cintai Rakyat gitu... sayang sekarang Prof karirnya hancur... Salam dari JAKARTA saudara setanah air ku tercita... Indonesia makin maju di tangan JOKOWI","UgyFWzBKA5ASwCpvqOZ4AaABAg","",23,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyFWzBKA5ASwCpvqOZ4AaABAg","2024-05-06 03:06:29",9,"Soalnya gayanya mirip Peresiden Tercinta kita Pak Jokowi ngebangun dan di cintai Rakyat gitu... sayang sekarang Prof karirnya hancur... Salam dari JAKARTA saudara setanah air ku tercita... Indonesia makin maju di tangan JOKOWI","http://www.youtube.com/@Jojon-hy6bh",
277,"@bimoradityo649","Betul sekali, asal jangan ngikutin jejak menimbun utang negara sebanyak2nya ya kya si jokowi","UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3DndTv2Amg","@Jojon-hy6bh",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3DndTv2Amg","2024-05-09 12:33:56",0,"Betul sekali, asal jangan ngikutin jejak menimbun utang negara sebanyak2nya ya kya si jokowi","http://www.youtube.com/@bimoradityo649",
278,"@user-dapurbugis87","​@@bimoradityo649orang yang g bisa menghargai orang lain adalah orang yang buruk akhlak kalau tidak ada pembangunan yang merata yg dimulai pak Jokowi terus kapan Indonesia akan maju semua ada resikonya... masalah utang jgn kan negara rumah tangga aja yg cuman menghidupi beberapa orang bisa berutang apalagi membangun negara kalau mau ngomong difikirkan dulu jgn asal keluar","UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3HLXGoxdaG","@Jojon-hy6bh",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3HLXGoxdaG","2024-05-10 21:36:30",0,"​@@bimoradityo649orang yang g bisa menghargai orang lain adalah orang yang buruk akhlak kalau tidak ada pembangunan yang merata yg dimulai pak Jokowi terus kapan Indonesia akan maju semua ada resikonya... masalah utang jgn kan negara rumah tangga aja yg cuman menghidupi beberapa orang bisa berutang apalagi membangun negara kalau mau ngomong difikirkan dulu jgn asal keluar","http://www.youtube.com/@user-dapurbugis87",
279,"@ahmads7529","@@bimoradityo649 Ga ngerti hutang negara sok ngomong masalah hutang! Utangmu sendiri yg harusnya lu pikirin! Karena hutang negara berbeda dengan utang pinjolmu! FYI Negara juga berhutang ke saya nih... Karena saya membeli dan memiliki Surat Berharga Negara (SBN) yg setiap warga negara Indonesia juga bisa memilikinya. Total hutang negara dari SBN hingga pertengahan 2023 adalah lebih dari 89%. Dari situ negara mampu menopang APBN biar bisa menuhin subsidi, pertalite mu! Gas melon mu! Listrik mu! Sekolahmu! Makanmu! Layanan kesehatanmu! Ntar kamu mati utang pinjolmu juga digantiin negara! Na\'udzubillah min dzalik! Orang sepertimu lah yg bikin negara sulit maju, cuma skeptis dan fitnah bikin tidurmu sendiri ga tenang!","UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3NpQEnRh81","@Jojon-hy6bh",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3NpQEnRh81","2024-05-13 10:01:52",0,"@@bimoradityo649 Ga ngerti hutang negara sok ngomong masalah hutang! Utangmu sendiri yg harusnya lu pikirin! Karena hutang negara berbeda dengan utang pinjolmu! FYI Negara juga berhutang ke saya nih... Karena saya membeli dan memiliki Surat Berharga Negara (SBN) yg setiap warga negara Indonesia juga bisa memilikinya. Total hutang negara dari SBN hingga pertengahan 2023 adalah lebih dari 89%. Dari situ negara mampu menopang APBN biar bisa menuhin subsidi, pertalite mu! Gas melon mu! Listrik mu! Sekolahmu! Makanmu! Layanan kesehatanmu! Ntar kamu mati utang pinjolmu juga digantiin negara! Na\'udzubillah min dzalik! Orang sepertimu lah yg bikin negara sulit maju, cuma skeptis dan fitnah bikin tidurmu sendiri ga tenang!","http://www.youtube.com/@ahmads7529",
280,"@jorandan9066","​@@bimoradityo649utang warisan yg dibayar pada era Jokowi sebesar Rp 7000 T..... Sri Mulyani, menteri keuangan RI","UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3PsYz9nJGL","@Jojon-hy6bh",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3PsYz9nJGL","2024-05-14 05:07:45",0,"​@@bimoradityo649utang warisan yg dibayar pada era Jokowi sebesar Rp 7000 T..... Sri Mulyani, menteri keuangan RI","http://www.youtube.com/@jorandan9066",
281,"@setioyn5322","Negara ini nggak bakal maju kalo otaknya banyak kayak kamu,jd kamu minggir aja,yg mau maju banyak","UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3izsXFFbP4","@Jojon-hy6bh",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyFWzBKA5ASwCpvqOZ4AaABAg.A353JpEqzi3A3izsXFFbP4","2024-05-22 00:36:32",0,"Negara ini nggak bakal maju kalo otaknya banyak kayak kamu,jd kamu minggir aja,yg mau maju banyak","http://www.youtube.com/@setioyn5322",
282,"@Jojon-hy6bh","Seandainya Gubernurnya nga di KPK in mungkin Twin Towernya udah jadi gitu.... minimal udah tegak berdirilah... Denger2 isunya dulu kalo tidak salah ... katanya di takutkan namanya Prof jadi besar di kanca Nasional bisa bisa di jagokan jadi Cawapres dari Timur indonesia... Katanya kalo ngak salah isunya...","Ugz0KksByayUpfW2qex4AaABAg","",11,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0KksByayUpfW2qex4AaABAg","2024-05-06 03:00:23",1,"Seandainya Gubernurnya nga di KPK in mungkin Twin Towernya udah jadi gitu.... minimal udah tegak berdirilah... Denger2 isunya dulu kalo tidak salah ... katanya di takutkan namanya Prof jadi besar di kanca Nasional bisa bisa di jagokan jadi Cawapres dari Timur indonesia... Katanya kalo ngak salah isunya...","http://www.youtube.com/@Jojon-hy6bh",
283,"@aviromantino","Klo itu faktanya sangat boleh jadi. Sekarang eranya org2 cerdas idealis dikriminalisasi oleh rejim kapitalis busuk. Di kota saya juga gitu, bupati nya di KPK kan. Sedangkan beliau yg memberikan insentif utk jabatan RT RW.","Ugz0KksByayUpfW2qex4AaABAg.A352c4nvq1ZA3E3XYkZhM_","@Jojon-hy6bh",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz0KksByayUpfW2qex4AaABAg.A352c4nvq1ZA3E3XYkZhM_","2024-05-09 15:01:32",0,"Klo itu faktanya sangat boleh jadi. Sekarang eranya org2 cerdas idealis dikriminalisasi oleh rejim kapitalis busuk. Di kota saya juga gitu, bupati nya di KPK kan. Sedangkan beliau yg memberikan insentif utk jabatan RT RW.","http://www.youtube.com/@aviromantino",
284,"@Jojon-hy6bh","Pengambilan gambarnya dan waktunya sangat bagus Bang 👍 beda ama yg amatiran baru ngedron gitu","Ugw6s5hMWqkaZC7JCfZ4AaABAg","",5,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw6s5hMWqkaZC7JCfZ4AaABAg","2024-05-06 02:54:37",1,"Pengambilan gambarnya dan waktunya sangat bagus Bang 👍 beda ama yg amatiran baru ngedron gitu","http://www.youtube.com/@Jojon-hy6bh",
285,"@AFA99CHANNEL","Alhamdulilah...🙏","Ugw6s5hMWqkaZC7JCfZ4AaABAg.A351xrnPdAhA357HHhWOE-","@Jojon-hy6bh",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw6s5hMWqkaZC7JCfZ4AaABAg.A351xrnPdAhA357HHhWOE-","2024-05-06 03:41:06",0,"Alhamdulilah...🙏","http://www.youtube.com/@AFA99CHANNEL",
286,"@gbsgamingproject7433","Jakarta udah mau tenggelam dah biarin aja, air laut dah lebih tinggi dari daratan bahkan ada sebagai daratan yg sudah tenggelam karena pembangunan gedung tinggi yg masif yg mengakibatkan penurunan tanah setiap tahun dan juga akibat sumber air di ekplorasi berlebihan karena padatnya penduduk.. itu dah resiko urbanisasi kota di pinggir pantai..","Ugw5V6VOZcadGBLSzYh4AaABAg","",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw5V6VOZcadGBLSzYh4AaABAg","2024-05-06 02:22:30",1,"Jakarta udah mau tenggelam dah biarin aja, air laut dah lebih tinggi dari daratan bahkan ada sebagai daratan yg sudah tenggelam karena pembangunan gedung tinggi yg masif yg mengakibatkan penurunan tanah setiap tahun dan juga akibat sumber air di ekplorasi berlebihan karena padatnya penduduk.. itu dah resiko urbanisasi kota di pinggir pantai..","http://www.youtube.com/@gbsgamingproject7433",
287,"@celebesewako6816","Lama cpi ini juga akan sama karena menyatu dengan laut coi yg tanah nya rawan ambles krn tanah nya lunak tidak natural😱","Ugw5V6VOZcadGBLSzYh4AaABAg.A34zHfi10eKA36UNs29V3V","@gbsgamingproject7433",2,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugw5V6VOZcadGBLSzYh4AaABAg.A34zHfi10eKA36UNs29V3V","2024-05-06 16:22:13",0,"Lama cpi ini juga akan sama karena menyatu dengan laut coi yg tanah nya rawan ambles krn tanah nya lunak tidak natural😱","http://www.youtube.com/@celebesewako6816",
288,"@armanaja451","Emang twins tower jadi???","UgyNXS57M8S2IOGEyrB4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyNXS57M8S2IOGEyrB4AaABAg","2024-05-06 02:12:55",0,"Emang twins tower jadi???","http://www.youtube.com/@armanaja451",
289,"@Zhukasuka","Alhamdulillah semua provinsi di indonesia sudah mulai maju, dan merata pembangunannya. Makin optimis indonesia suatu saat nanti bakal menjadi negara maju dan makmur, amin","UgxMF7OFfBb8mOD8hGV4AaABAg","",18,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxMF7OFfBb8mOD8hGV4AaABAg","2024-05-06 01:49:26",0,"Alhamdulillah semua provinsi di indonesia sudah mulai maju, dan merata pembangunannya. Makin optimis indonesia suatu saat nanti bakal menjadi negara maju dan makmur, amin","http://www.youtube.com/@Zhukasuka",
290,"@Clip_Gallery","emang boleh keren ini?","UgzgWgYYmZ2Y8juURql4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzgWgYYmZ2Y8juURql4AaABAg","2024-05-06 01:17:11",0,"emang boleh keren ini?","http://www.youtube.com/@Clip_Gallery",
291,"@samirantn.4175","Jakarta di ganggu radikal keturunan imigran ba\'alawi yahudi yamani sedang kan Makasar rakyat nya lebih cerdas dari rakyat jakarta tidak mau mabuk agama imigran ba\'alawi yahudi yaman yang suka ganggu melalui demo pak ogah cepek nasbung pimpinan radikalis intoleran yaman,","UgxOuNBGsEItyOzwtGJ4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgxOuNBGsEItyOzwtGJ4AaABAg","2024-05-06 00:55:29",0,"Jakarta di ganggu radikal keturunan imigran ba\'alawi yahudi yamani sedang kan Makasar rakyat nya lebih cerdas dari rakyat jakarta tidak mau mabuk agama imigran ba\'alawi yahudi yaman yang suka ganggu melalui demo pak ogah cepek nasbung pimpinan radikalis intoleran yaman,","http://www.youtube.com/@samirantn.4175",
292,"@bocil-keren","Asang aseng asong asing telah menguasai makassar, jangan biarkan tanah kalian dibangun, 10 juta orang cina akan dikirim ke sana.","Ugz9fXP_K8XP3d_7rDV4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz9fXP_K8XP3d_7rDV4AaABAg","2024-05-06 00:15:09",0,"Asang aseng asong asing telah menguasai makassar, jangan biarkan tanah kalian dibangun, 10 juta orang cina akan dikirim ke sana.","http://www.youtube.com/@bocil-keren",
293,"@eddynoerhamidy8826","Itu utk pengguna kursi roda bukan utk main perosotan bro","Ugz73xtmhgUx10ms6St4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz73xtmhgUx10ms6St4AaABAg","2024-05-06 00:14:39",1,"Itu utk pengguna kursi roda bukan utk main perosotan bro","http://www.youtube.com/@eddynoerhamidy8826",
294,"@AFA99CHANNEL","ia si..🙏😅","Ugz73xtmhgUx10ms6St4AaABAg.A34keFCdXM0A34lgP2LCL3","@eddynoerhamidy8826",1,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugz73xtmhgUx10ms6St4AaABAg.A34keFCdXM0A34lgP2LCL3","2024-05-06 00:23:41",0,"ia si..🙏😅","http://www.youtube.com/@AFA99CHANNEL",
295,"@ariston91","Jakarta akan kalah dengan Makasar","Ugxwh-vcRHn80QR6zdN4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugxwh-vcRHn80QR6zdN4AaABAg","2024-05-06 00:01:37",0,"Jakarta akan kalah dengan Makasar","http://www.youtube.com/@ariston91",
296,"@lisakarliani6159","Selamat metropolis makasar keren keren.","UgwYG0kZH5PZvRfnaFp4AaABAg","",6,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwYG0kZH5PZvRfnaFp4AaABAg","2024-05-05 23:38:20",0,"Selamat metropolis makasar keren keren.","http://www.youtube.com/@lisakarliani6159",
297,"@onowahono5643","Di Jarta gagal Krn dipegang gubernur ygtdk mendukung.","Ugx0dS0S8-5eunthG_B4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx0dS0S8-5eunthG_B4AaABAg","2024-05-05 22:54:20",0,"Di Jarta gagal Krn dipegang gubernur ygtdk mendukung.","http://www.youtube.com/@onowahono5643",
298,"@espreso123","Keren","UgyiVdDspTGYaoqPo7N4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgyiVdDspTGYaoqPo7N4AaABAg","2024-05-05 22:43:38",0,"Keren","http://www.youtube.com/@espreso123",
299,"@andriismail6918","Pulkam, Bang? 11/12 lah dengan PIK","Ugy48DPHCjnWlNUxdBR4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugy48DPHCjnWlNUxdBR4AaABAg","2024-05-05 22:17:48",0,"Pulkam, Bang? 11/12 lah dengan PIK","http://www.youtube.com/@andriismail6918",
300,"@user-ku6tx7ox2t","Woohh ..keren jakarta kalah jauh...karena banyak drun drun munaro yg menghambat kemajuannya...malah mundur sekarang...😂","UgwNa6oh6nPomCeonjR4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgwNa6oh6nPomCeonjR4AaABAg","2024-05-05 22:00:35",0,"Woohh ..keren jakarta kalah jauh...karena banyak drun drun munaro yg menghambat kemajuannya...malah mundur sekarang...😂","http://www.youtube.com/@user-ku6tx7ox2t",
301,"@maswira9698","Pemdanya supaya menjaga perawatan dan kebersihan. Masyarakat juga wajib bantu kebersihannya. Biar nyaman, aman dan menyenangkan❤","UgzjII9KjWM4SRC3yZx4AaABAg","",4,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=UgzjII9KjWM4SRC3yZx4AaABAg","2024-05-05 21:38:03",0,"Pemdanya supaya menjaga perawatan dan kebersihan. Masyarakat juga wajib bantu kebersihannya. Biar nyaman, aman dan menyenangkan❤","http://www.youtube.com/@maswira9698",
302,"@user-qy9pp8hc6j","Indonesia. Negara besar negara beribu pulo kalo pemerintah serio membangun pari wisata sebenarnya tidak kalah wisata2 di luar nekgi mungkin lebih baik dari luar nekgri sebap apa indonesia kan tidak ada musim salju yg ada cuma musim kemarao dan hujan","Ugx1rdWSmeYIbrBRUDV4AaABAg","",0,"https://www.youtube.com/watch?v=BWN5Nnxv4bg&lc=Ugx1rdWSmeYIbrBRUDV4AaABAg","2024-05-05 21:37:12",0,"Indonesia. Negara besar negara beribu pulo kalo pemerintah serio membangun pari wisata sebenarnya tidak kalah wisata2 di luar nekgi mungkin lebih baik dari luar nekgri sebap apa indonesia kan tidak ada musim salju yg ada cuma musim kemarao dan hujan","http://www.youtube.com/@user-qy9pp8hc6j",
