description,cleansing,case_folding,tokenize,filtering/stopword removal,stemming_data
selama ga dikorupsi indonesia bangun apapun bisa,selama ga dikorupsi indonesia bangun apapun bisa,selama ga dikorupsi indonesia bangun apapun bisa,"['selama', 'ga', 'dikorupsi', 'indonesia', 'bangun', 'apapun', 'bisa']","['ga', 'dikorupsi', 'indonesia', 'bangun', 'apapun']",ga korupsi indonesia bangun apa
Beeeetul dan betullll saudara saudari...❤❤ yuor comment.,Beeeetul dan betullll saudara saudari yuor comment,beeeetul dan betullll saudara saudari yuor comment,"['beeeetul', 'dan', 'betullll', 'saudara', 'saudari', 'yuor', 'comment']","['beeeetul', 'betullll', 'saudara', 'saudari', 'yuor', 'comment']",beeeetul betullll saudara saudari yuor comment
Begitu dong.jgn fokusnya kejakarta terus.,Begitu dongjgn fokusnya kejakarta terus,begitu dongjgn fokusnya kejakarta terus,"['begitu', 'dongjgn', 'fokusnya', 'kejakarta', 'terus']","['dongjgn', 'fokusnya', 'kejakarta']",dongjgn fokus kejakarta
Makassar itu pas di titik pusat indonesia makanya dibikin reklamasi bentuk garuda gitu katanya dan ada bangunan buat persinggahan istana presiden di situ,Makassar itu pas di titik pusat indonesia makanya dibikin reklamasi bentuk garuda gitu katanya dan ada bangunan buat persinggahan istana presiden di situ,makassar itu pas di titik pusat indonesia makanya dibikin reklamasi bentuk garuda gitu katanya dan ada bangunan buat persinggahan istana presiden di situ,"['makassar', 'itu', 'pas', 'di', 'titik', 'pusat', 'indonesia', 'makanya', 'dibikin', 'reklamasi', 'bentuk', 'garuda', 'gitu', 'katanya', 'dan', 'ada', 'bangunan', 'buat', 'persinggahan', 'istana', 'presiden', 'di', 'situ']","['makassar', 'pas', 'titik', 'pusat', 'indonesia', 'dibikin', 'reklamasi', 'bentuk', 'garuda', 'gitu', 'bangunan', 'persinggahan', 'istana', 'presiden', 'situ']",makassar pas titik pusat indonesia bikin reklamasi bentuk garuda gitu bangun singgah istana presiden situ
Reklamasi jaman beliau juga,Reklamasi jaman beliau juga,reklamasi jaman beliau juga,"['reklamasi', 'jaman', 'beliau', 'juga']","['reklamasi', 'jaman', 'beliau']",reklamasi jaman beliau
"Bener sayang Twin Towernya terhenti padahal idenya Prof bagus menyatukan gedung pemerintahan yg ada di SulSel khususnya, sekalian di Komersialkan dan digadang gadang gedung tertinggi di makassar bahkan indonesia bagian timur khususnya ,mudah mudahan ada yg lanjutin....",Bener sayang Twin Towernya terhenti padahal idenya Prof bagus menyatukan gedung pemerintahan yg ada di SulSel khususnya sekalian di Komersialkan dan digadang gadang gedung tertinggi di makassar bahkan indonesia bagian timur khususnya mudah mudahan ada yg lanjutin,bener sayang twin towernya terhenti padahal idenya prof bagus menyatukan gedung pemerintahan yg ada di sulsel khususnya sekalian di komersialkan dan digadang gadang gedung tertinggi di makassar bahkan indonesia bagian timur khususnya mudah mudahan ada yg lanjutin,"['bener', 'sayang', 'twin', 'towernya', 'terhenti', 'padahal', 'idenya', 'prof', 'bagus', 'menyatukan', 'gedung', 'pemerintahan', 'yg', 'ada', 'di', 'sulsel', 'khususnya', 'sekalian', 'di', 'komersialkan', 'dan', 'digadang', 'gadang', 'gedung', 'tertinggi', 'di', 'makassar', 'bahkan', 'indonesia', 'bagian', 'timur', 'khususnya', 'mudah', 'mudahan', 'ada', 'yg', 'lanjutin']","['bener', 'sayang', 'twin', 'towernya', 'terhenti', 'idenya', 'prof', 'bagus', 'menyatukan', 'gedung', 'pemerintahan', 'yg', 'sulsel', 'komersialkan', 'digadang', 'gadang', 'gedung', 'tertinggi', 'makassar', 'indonesia', 'timur', 'mudah', 'mudahan', 'yg', 'lanjutin']",bener sayang twin towernya henti ide prof bagus satu gedung perintah yg sulsel komersial gadang gadang gedung tinggi makassar indonesia timur mudah mudah yg lanjutin
Indonesia kini semakin maju..saya berharap di setiap propinsi harus dibangun seperti ini..,Indonesia kini semakin majusaya berharap di setiap propinsi harus dibangun seperti ini,indonesia kini semakin majusaya berharap di setiap propinsi harus dibangun seperti ini,"['indonesia', 'kini', 'semakin', 'majusaya', 'berharap', 'di', 'setiap', 'propinsi', 'harus', 'dibangun', 'seperti', 'ini']","['indonesia', 'majusaya', 'berharap', 'propinsi', 'dibangun']",indonesia majusaya harap propinsi bangun
Kata anis .. reklamasi itu tidak berguna dan merugikan masyarakat sekitar...🗿,Kata anis  reklamasi itu tidak berguna dan merugikan masyarakat sekitar,kata anis  reklamasi itu tidak berguna dan merugikan masyarakat sekitar,"['kata', 'anis', 'reklamasi', 'itu', 'tidak', 'berguna', 'dan', 'merugikan', 'masyarakat', 'sekitar']","['anis', 'reklamasi', 'berguna', 'merugikan', 'masyarakat']",anis reklamasi guna rugi masyarakat
Soalnya gayanya mirip Peresiden Tercinta kita Pak Jokowi ngebangun dan di cintai Rakyat gitu... sayang sekarang Prof karirnya hancur... Salam dari JAKARTA saudara setanah air ku tercita... Indonesia makin maju di tangan JOKOWI,Soalnya gayanya mirip Peresiden Tercinta kita Pak Jokowi ngebangun dan di cintai Rakyat gitu sayang sekarang Prof karirnya hancur Salam dari JAKARTA saudara setanah air ku tercita Indonesia makin maju di tangan JOKOWI,soalnya gayanya mirip peresiden tercinta kita pak jokowi ngebangun dan di cintai rakyat gitu sayang sekarang prof karirnya hancur salam dari jakarta saudara setanah air ku tercita indonesia makin maju di tangan jokowi,"['soalnya', 'gayanya', 'mirip', 'peresiden', 'tercinta', 'kita', 'pak', 'jokowi', 'ngebangun', 'dan', 'di', 'cintai', 'rakyat', 'gitu', 'sayang', 'sekarang', 'prof', 'karirnya', 'hancur', 'salam', 'dari', 'jakarta', 'saudara', 'setanah', 'air', 'ku', 'tercita', 'indonesia', 'makin', 'maju', 'di', 'tangan', 'jokowi']","['gayanya', 'peresiden', 'tercinta', 'jokowi', 'ngebangun', 'cintai', 'rakyat', 'gitu', 'sayang', 'prof', 'karirnya', 'hancur', 'salam', 'jakarta', 'saudara', 'setanah', 'air', 'ku', 'tercita', 'indonesia', 'maju', 'tangan', 'jokowi']",gaya residen cinta jokowi ngebangun cinta rakyat gitu sayang prof karirnya hancur salam jakarta saudara tanah air ku cita indonesia maju tangan jokowi
"Betul sekali, asal jangan ngikutin jejak menimbun utang negara sebanyak2nya ya kya si jokowi",Betul sekali asal jangan ngikutin jejak menimbun utang negara sebanyaknya ya kya si jokowi,betul sekali asal jangan ngikutin jejak menimbun utang negara sebanyaknya ya kya si jokowi,"['betul', 'sekali', 'asal', 'jangan', 'ngikutin', 'jejak', 'menimbun', 'utang', 'negara', 'sebanyaknya', 'ya', 'kya', 'si', 'jokowi']","['ngikutin', 'jejak', 'menimbun', 'utang', 'negara', 'sebanyaknya', 'ya', 'kya', 'si', 'jokowi']",ngikutin jejak timbun utang negara banyak ya kya si jokowi
​@@bimoradityo649orang yang g bisa menghargai orang lain adalah orang yang buruk akhlak kalau tidak ada pembangunan yang merata yg dimulai pak Jokowi terus kapan Indonesia akan maju semua ada resikonya... masalah utang jgn kan negara rumah tangga aja yg cuman menghidupi beberapa orang bisa berutang apalagi membangun negara kalau mau ngomong difikirkan dulu jgn asal keluar,bimoradityoorang yang g bisa menghargai orang lain adalah orang yang buruk akhlak kalau tidak ada pembangunan yang merata yg dimulai pak Jokowi terus kapan Indonesia akan maju semua ada resikonya masalah utang jgn kan negara rumah tangga aja yg cuman menghidupi beberapa orang bisa berutang apalagi membangun negara kalau mau ngomong difikirkan dulu jgn asal keluar,bimoradityoorang yang g bisa menghargai orang lain adalah orang yang buruk akhlak kalau tidak ada pembangunan yang merata yg dimulai pak jokowi terus kapan indonesia akan maju semua ada resikonya masalah utang jgn kan negara rumah tangga aja yg cuman menghidupi beberapa orang bisa berutang apalagi membangun negara kalau mau ngomong difikirkan dulu jgn asal keluar,"['bimoradityoorang', 'yang', 'g', 'bisa', 'menghargai', 'orang', 'lain', 'adalah', 'orang', 'yang', 'buruk', 'akhlak', 'kalau', 'tidak', 'ada', 'pembangunan', 'yang', 'merata', 'yg', 'dimulai', 'pak', 'jokowi', 'terus', 'kapan', 'indonesia', 'akan', 'maju', 'semua', 'ada', 'resikonya', 'masalah', 'utang', 'jgn', 'kan', 'negara', 'rumah', 'tangga', 'aja', 'yg', 'cuman', 'menghidupi', 'beberapa', 'orang', 'bisa', 'berutang', 'apalagi', 'membangun', 'negara', 'kalau', 'mau', 'ngomong', 'difikirkan', 'dulu', 'jgn', 'asal', 'keluar']","['bimoradityoorang', 'g', 'menghargai', 'orang', 'orang', 'buruk', 'akhlak', 'pembangunan', 'merata', 'yg', 'jokowi', 'indonesia', 'maju', 'resikonya', 'utang', 'jgn', 'negara', 'rumah', 'tangga', 'aja', 'yg', 'cuman', 'menghidupi', 'orang', 'berutang', 'membangun', 'negara', 'ngomong', 'difikirkan', 'jgn']",bimoradityoorang g harga orang orang buruk akhlak bangun rata yg jokowi indonesia maju resiko utang jgn negara rumah tangga aja yg cuman hidup orang utang bangun negara ngomong difikirkan jgn
"@@bimoradityo649 Ga ngerti hutang negara sok ngomong masalah hutang! Utangmu sendiri yg harusnya lu pikirin! Karena hutang negara berbeda dengan utang pinjolmu! FYI Negara juga berhutang ke saya nih... Karena saya membeli dan memiliki Surat Berharga Negara (SBN) yg setiap warga negara Indonesia juga bisa memilikinya. Total hutang negara dari SBN hingga pertengahan 2023 adalah lebih dari 89%. Dari situ negara mampu menopang APBN biar bisa menuhin subsidi, pertalite mu! Gas melon mu! Listrik mu! Sekolahmu! Makanmu! Layanan kesehatanmu! Ntar kamu mati utang pinjolmu juga digantiin negara! Na\'udzubillah min dzalik! Orang sepertimu lah yg bikin negara sulit maju, cuma skeptis dan fitnah bikin tidurmu sendiri ga tenang!",bimoradityo Ga ngerti hutang negara sok ngomong masalah hutang Utangmu sendiri yg harusnya lu pikirin Karena hutang negara berbeda dengan utang pinjolmu FYI Negara juga berhutang ke saya nih Karena saya membeli dan memiliki Surat Berharga Negara SBN yg setiap warga negara Indonesia juga bisa memilikinya Total hutang negara dari SBN hingga pertengahan  adalah lebih dari  Dari situ negara mampu menopang APBN biar bisa menuhin subsidi pertalite mu Gas melon mu Listrik mu Sekolahmu Makanmu Layanan kesehatanmu Ntar kamu mati utang pinjolmu juga digantiin negara Naudzubillah min dzalik Orang sepertimu lah yg bikin negara sulit maju cuma skeptis dan fitnah bikin tidurmu sendiri ga tenang,bimoradityo ga ngerti hutang negara sok ngomong masalah hutang utangmu sendiri yg harusnya lu pikirin karena hutang negara berbeda dengan utang pinjolmu fyi negara juga berhutang ke saya nih karena saya membeli dan memiliki surat berharga negara sbn yg setiap warga negara indonesia juga bisa memilikinya total hutang negara dari sbn hingga pertengahan  adalah lebih dari  dari situ negara mampu menopang apbn biar bisa menuhin subsidi pertalite mu gas melon mu listrik mu sekolahmu makanmu layanan kesehatanmu ntar kamu mati utang pinjolmu juga digantiin negara naudzubillah min dzalik orang sepertimu lah yg bikin negara sulit maju cuma skeptis dan fitnah bikin tidurmu sendiri ga tenang,"['bimoradityo', 'ga', 'ngerti', 'hutang', 'negara', 'sok', 'ngomong', 'masalah', 'hutang', 'utangmu', 'sendiri', 'yg', 'harusnya', 'lu', 'pikirin', 'karena', 'hutang', 'negara', 'berbeda', 'dengan', 'utang', 'pinjolmu', 'fyi', 'negara', 'juga', 'berhutang', 'ke', 'saya', 'nih', 'karena', 'saya', 'membeli', 'dan', 'memiliki', 'surat', 'berharga', 'negara', 'sbn', 'yg', 'setiap', 'warga', 'negara', 'indonesia', 'juga', 'bisa', 'memilikinya', 'total', 'hutang', 'negara', 'dari', 'sbn', 'hingga', 'pertengahan', 'adalah', 'lebih', 'dari', 'dari', 'situ', 'negara', 'mampu', 'menopang', 'apbn', 'biar', 'bisa', 'menuhin', 'subsidi', 'pertalite', 'mu', 'gas', 'melon', 'mu', 'listrik', 'mu', 'sekolahmu', 'makanmu', 'layanan', 'kesehatanmu', 'ntar', 'kamu', 'mati', 'utang', 'pinjolmu', 'juga', 'digantiin', 'negara', 'naudzubillah', 'min', 'dzalik', 'orang', 'sepertimu', 'lah', 'yg', 'bikin', 'negara', 'sulit', 'maju', 'cuma', 'skeptis', 'dan', 'fitnah', 'bikin', 'tidurmu', 'sendiri', 'ga', 'tenang']","['bimoradityo', 'ga', 'ngerti', 'hutang', 'negara', 'sok', 'ngomong', 'hutang', 'utangmu', 'yg', 'lu', 'pikirin', 'hutang', 'negara', 'berbeda', 'utang', 'pinjolmu', 'fyi', 'negara', 'berhutang', 'nih', 'membeli', 'memiliki', 'surat', 'berharga', 'negara', 'sbn', 'yg', 'warga', 'negara', 'indonesia', 'memilikinya', 'total', 'hutang', 'negara', 'sbn', 'pertengahan', 'situ', 'negara', 'menopang', 'apbn', 'biar', 'menuhin', 'subsidi', 'pertalite', 'mu', 'gas', 'melon', 'mu', 'listrik', 'mu', 'sekolahmu', 'makanmu', 'layanan', 'kesehatanmu', 'ntar', 'mati', 'utang', 'pinjolmu', 'digantiin', 'negara', 'naudzubillah', 'min', 'dzalik', 'orang', 'sepertimu', 'yg', 'bikin', 'negara', 'sulit', 'maju', 'skeptis', 'fitnah', 'bikin', 'tidurmu', 'ga', 'tenang']",bimoradityo ga ngerti hutang negara sok ngomong hutang utang yg lu pikirin hutang negara beda utang pinjolmu fyi negara hutang nih beli milik surat harga negara sbn yg warga negara indonesia milik total hutang negara sbn tengah situ negara topang apbn biar menuhin subsidi pertalite mu gas melon mu listrik mu sekolah makan layan sehat ntar mati utang pinjolmu digantiin negara naudzubillah min dzalik orang seperti yg bikin negara sulit maju skeptis fitnah bikin tidur ga tenang
"​@@bimoradityo649utang warisan yg dibayar pada era Jokowi sebesar Rp 7000 T..... Sri Mulyani, menteri keuangan RI",bimoradityoutang warisan yg dibayar pada era Jokowi sebesar Rp  T Sri Mulyani menteri keuangan RI,bimoradityoutang warisan yg dibayar pada era jokowi sebesar rp  t sri mulyani menteri keuangan ri,"['bimoradityoutang', 'warisan', 'yg', 'dibayar', 'pada', 'era', 'jokowi', 'sebesar', 'rp', 't', 'sri', 'mulyani', 'menteri', 'keuangan', 'ri']","['bimoradityoutang', 'warisan', 'yg', 'dibayar', 'era', 'jokowi', 'rp', 't', 'sri', 'mulyani', 'menteri', 'keuangan', 'ri']",bimoradityoutang waris yg bayar era jokowi rp t sri mulyani menteri uang ri
"Negara ini nggak bakal maju kalo otaknya banyak kayak kamu,jd kamu minggir aja,yg mau maju banyak",Negara ini nggak bakal maju kalo otaknya banyak kayak kamujd kamu minggir ajayg mau maju banyak,negara ini nggak bakal maju kalo otaknya banyak kayak kamujd kamu minggir ajayg mau maju banyak,"['negara', 'ini', 'nggak', 'bakal', 'maju', 'kalo', 'otaknya', 'banyak', 'kayak', 'kamujd', 'kamu', 'minggir', 'ajayg', 'mau', 'maju', 'banyak']","['negara', 'nggak', 'maju', 'kalo', 'otaknya', 'kayak', 'kamujd', 'minggir', 'ajayg', 'maju']",negara nggak maju kalo otak kayak kamujd minggir ajayg maju
Seandainya Gubernurnya nga di KPK in mungkin Twin Towernya udah jadi gitu.... minimal udah tegak berdirilah... Denger2 isunya dulu kalo tidak salah ... katanya di takutkan namanya Prof jadi besar di kanca Nasional bisa bisa di jagokan jadi Cawapres dari Timur indonesia... Katanya kalo ngak salah isunya...,Seandainya Gubernurnya nga di KPK in mungkin Twin Towernya udah jadi gitu minimal udah tegak berdirilah Denger isunya dulu kalo tidak salah  katanya di takutkan namanya Prof jadi besar di kanca Nasional bisa bisa di jagokan jadi Cawapres dari Timur indonesia Katanya kalo ngak salah isunya,seandainya gubernurnya nga di kpk in mungkin twin towernya udah jadi gitu minimal udah tegak berdirilah denger isunya dulu kalo tidak salah  katanya di takutkan namanya prof jadi besar di kanca nasional bisa bisa di jagokan jadi cawapres dari timur indonesia katanya kalo ngak salah isunya,"['seandainya', 'gubernurnya', 'nga', 'di', 'kpk', 'in', 'mungkin', 'twin', 'towernya', 'udah', 'jadi', 'gitu', 'minimal', 'udah', 'tegak', 'berdirilah', 'denger', 'isunya', 'dulu', 'kalo', 'tidak', 'salah', 'katanya', 'di', 'takutkan', 'namanya', 'prof', 'jadi', 'besar', 'di', 'kanca', 'nasional', 'bisa', 'bisa', 'di', 'jagokan', 'jadi', 'cawapres', 'dari', 'timur', 'indonesia', 'katanya', 'kalo', 'ngak', 'salah', 'isunya']","['seandainya', 'gubernurnya', 'nga', 'kpk', 'in', 'twin', 'towernya', 'udah', 'gitu', 'minimal', 'udah', 'tegak', 'berdirilah', 'denger', 'isunya', 'kalo', 'salah', 'takutkan', 'namanya', 'prof', 'kanca', 'nasional', 'jagokan', 'cawapres', 'timur', 'indonesia', 'kalo', 'ngak', 'salah', 'isunya']",anda gubernur nga kpk in twin towernya udah gitu minimal udah tegak diri denger isu kalo salah takut nama prof kanca nasional jago cawapres timur indonesia kalo ngak salah isu
"Klo itu faktanya sangat boleh jadi. Sekarang eranya org2 cerdas idealis dikriminalisasi oleh rejim kapitalis busuk. Di kota saya juga gitu, bupati nya di KPK kan. Sedangkan beliau yg memberikan insentif utk jabatan RT RW.",Klo itu faktanya sangat boleh jadi Sekarang eranya org cerdas idealis dikriminalisasi oleh rejim kapitalis busuk Di kota saya juga gitu bupati nya di KPK kan Sedangkan beliau yg memberikan insentif utk jabatan RT RW,klo itu faktanya sangat boleh jadi sekarang eranya org cerdas idealis dikriminalisasi oleh rejim kapitalis busuk di kota saya juga gitu bupati nya di kpk kan sedangkan beliau yg memberikan insentif utk jabatan rt rw,"['klo', 'itu', 'faktanya', 'sangat', 'boleh', 'jadi', 'sekarang', 'eranya', 'org', 'cerdas', 'idealis', 'dikriminalisasi', 'oleh', 'rejim', 'kapitalis', 'busuk', 'di', 'kota', 'saya', 'juga', 'gitu', 'bupati', 'nya', 'di', 'kpk', 'kan', 'sedangkan', 'beliau', 'yg', 'memberikan', 'insentif', 'utk', 'jabatan', 'rt', 'rw']","['klo', 'faktanya', 'eranya', 'org', 'cerdas', 'idealis', 'dikriminalisasi', 'rejim', 'kapitalis', 'busuk', 'kota', 'gitu', 'bupati', 'nya', 'kpk', 'beliau', 'yg', 'insentif', 'utk', 'jabatan', 'rt', 'rw']",klo fakta era org cerdas idealis kriminalisasi rejim kapitalis busuk kota gitu bupati nya kpk beliau yg insentif utk jabat rt rw
Pengambilan gambarnya dan waktunya sangat bagus Bang 👍 beda ama yg amatiran baru ngedron gitu,Pengambilan gambarnya dan waktunya sangat bagus Bang  beda ama yg amatiran baru ngedron gitu,pengambilan gambarnya dan waktunya sangat bagus bang  beda ama yg amatiran baru ngedron gitu,"['pengambilan', 'gambarnya', 'dan', 'waktunya', 'sangat', 'bagus', 'bang', 'beda', 'ama', 'yg', 'amatiran', 'baru', 'ngedron', 'gitu']","['pengambilan', 'gambarnya', 'bagus', 'bang', 'beda', 'ama', 'yg', 'amatiran', 'ngedron', 'gitu']",ambil gambar bagus bang beda ama yg amatir ngedron gitu
Alhamdulilah...🙏,Alhamdulilah,alhamdulilah,['alhamdulilah'],['alhamdulilah'],alhamdulilah
"Jakarta udah mau tenggelam dah biarin aja, air laut dah lebih tinggi dari daratan bahkan ada sebagai daratan yg sudah tenggelam karena pembangunan gedung tinggi yg masif yg mengakibatkan penurunan tanah setiap tahun dan juga akibat sumber air di ekplorasi berlebihan karena padatnya penduduk.. itu dah resiko urbanisasi kota di pinggir pantai..",Jakarta udah mau tenggelam dah biarin aja air laut dah lebih tinggi dari daratan bahkan ada sebagai daratan yg sudah tenggelam karena pembangunan gedung tinggi yg masif yg mengakibatkan penurunan tanah setiap tahun dan juga akibat sumber air di ekplorasi berlebihan karena padatnya penduduk itu dah resiko urbanisasi kota di pinggir pantai,jakarta udah mau tenggelam dah biarin aja air laut dah lebih tinggi dari daratan bahkan ada sebagai daratan yg sudah tenggelam karena pembangunan gedung tinggi yg masif yg mengakibatkan penurunan tanah setiap tahun dan juga akibat sumber air di ekplorasi berlebihan karena padatnya penduduk itu dah resiko urbanisasi kota di pinggir pantai,"['jakarta', 'udah', 'mau', 'tenggelam', 'dah', 'biarin', 'aja', 'air', 'laut', 'dah', 'lebih', 'tinggi', 'dari', 'daratan', 'bahkan', 'ada', 'sebagai', 'daratan', 'yg', 'sudah', 'tenggelam', 'karena', 'pembangunan', 'gedung', 'tinggi', 'yg', 'masif', 'yg', 'mengakibatkan', 'penurunan', 'tanah', 'setiap', 'tahun', 'dan', 'juga', 'akibat', 'sumber', 'air', 'di', 'ekplorasi', 'berlebihan', 'karena', 'padatnya', 'penduduk', 'itu', 'dah', 'resiko', 'urbanisasi', 'kota', 'di', 'pinggir', 'pantai']","['jakarta', 'udah', 'tenggelam', 'dah', 'biarin', 'aja', 'air', 'laut', 'dah', 'daratan', 'daratan', 'yg', 'tenggelam', 'pembangunan', 'gedung', 'yg', 'masif', 'yg', 'mengakibatkan', 'penurunan', 'tanah', 'akibat', 'sumber', 'air', 'ekplorasi', 'padatnya', 'penduduk', 'dah', 'resiko', 'urbanisasi', 'kota', 'pinggir', 'pantai']",jakarta udah tenggelam dah biarin aja air laut dah darat darat yg tenggelam bangun gedung yg masif yg akibat turun tanah akibat sumber air ekplorasi padat duduk dah resiko urbanisasi kota pinggir pantai
